,Education,NumSkills,WorkExperience,Seniority,Specialty,Workerness
50,Associates,0,"['Senior', 'Senior', 'Senior', 'Junior', 'Specialist']","[0.2379852164117142, 0.20091910884630043, 0.21278554377969586, 0.22351461323806748, 0.20996467820382328]","[0.20919475776249086, 0.19450794266313767, 0.19623631842066405, 0.21171976887337526, 0.215717683415288]","[0.21226528887197024, 0.20044117869214728, 0.20375935855429247, 0.20411016879164914, 0.20314146576726122]"
51,Masters,0,"['Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Junior', 'Worker', 'Senior', 'Junior', 'Specialist']","[0.20862927576786935, 0.20912178029916953, 0.23604223337192123, 0.19245124268433067, 0.22286385730599034, 0.20418296278657996, 0.19490037774889213, 0.20302894056951382, 0.22036215112695515, 0.19813330348140715]","[0.1813821206506251, 0.2147610561541254, 0.23104217801714058, 0.20298247594318614, 0.23236656866398425, 0.21437005480683607, 0.19652602260153618, 0.19685648836972774, 0.22800647454017572, 0.2115990522554029]","[0.1874129402036401, 0.19413739799531793, 0.2130117309620145, 0.19463963397295023, 0.23030043975956144, 0.20149740295209564, 0.205846887179515, 0.19938912266262934, 0.19234037870940568, 0.18889160327013227]"
52,None/Other,0,"['Specialist', 'Worker', 'Worker', 'Specialist', 'Specialist', 'Worker', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist']","[0.2002563294791791, 0.1907197999686519, 0.16185675175972464, 0.21818711982652636, 0.19578745900670305, 0.16185675175972464, 0.22293140426873867, 0.18942914490806134, 0.20271522938574993, 0.22895506038236477, 0.20475910083418064, 0.2050700376013265, 0.2105564937176943, 0.21990820613569861, 0.21177876790290417]","[0.21914961817554063, 0.20347221614828645, 0.167383174778299, 0.2603788050923684, 0.23423519963329784, 0.167383174778299, 0.21730590933711783, 0.19913524659248483, 0.2231937586229751, 0.21674094966729082, 0.23574939727825056, 0.23750596012841158, 0.20220109390292437, 0.22454027087154096, 0.23171519816649158]","[0.18630317667016666, 0.213094397768979, 0.17608159506856494, 0.22064694249856456, 0.19927892463714156, 0.17608159506856494, 0.20018530175502078, 0.19751760939449414, 0.19724633617361553, 0.1847556765216087, 0.20119686842857612, 0.1998058742607284, 0.18919420909864532, 0.21367843135413778, 0.19263707552831816]"
53,None/Other,4,"['Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Worker', 'Worker', 'Specialist', 'Junior', 'Specialist']","[0.20392292403424148, 0.19479671528870623, 0.2090683126293985, 0.2090683126293985, 0.2090683126293985, 0.19229284194475274, 0.2021549800084884, 0.19429477043431906, 0.19487958227767255, 0.1328376455945918, 0.17220721729726243]","[0.20179725272928095, 0.20552962635874775, 0.21896485202038543, 0.21896485202038543, 0.21896485202038543, 0.18273690903396916, 0.19345539721525362, 0.19389051857130796, 0.20780259985796445, 0.1281186676454027, 0.19191988584744063]","[0.1991426178087476, 0.20360707588911278, 0.1998831526553378, 0.1998831526553378, 0.1998831526553378, 0.19987435302282203, 0.2116252289825895, 0.2091787327022438, 0.19934014652249737, 0.12304016722504184, 0.1791003392571916]"
54,None/Other,0,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Worker', 'Senior']","[0.209666170092185, 0.2236716442973615, 0.1920002861257062, 0.21242877915892644, 0.20280919160068472, 0.19404588247709395, 0.2096134338018753, 0.20396322935730785]","[0.19394843420163635, 0.23742506090286997, 0.19532570696943774, 0.21982476344540672, 0.20928050027430262, 0.23773971716566217, 0.21089652557574268, 0.19357314997023792]","[0.1879681666866495, 0.18855179037040384, 0.19022293092426515, 0.20223813566934482, 0.2046053407137001, 0.19802438003391035, 0.21911377407623062, 0.19155138880841088]"
55,Masters,5,"['Junior', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Senior', 'Worker']","[0.20622364651677166, 0.21745515486568084, 0.21844861447544603, 0.2125468530424988, 0.2400055415481881, 0.23089737899476526, 0.19556353842585755]","[0.21676222901877584, 0.23283151856500875, 0.2593635306979484, 0.238704408418759, 0.24124845063556594, 0.22513082458339037, 0.1873533768164706]","[0.18779502355582284, 0.20435780120089503, 0.2065076554545695, 0.20324366015384504, 0.19153194992651254, 0.1918931542654312, 0.21865445097833253]"
56,Masters,10,"['Worker', 'Senior', 'Specialist']","[0.19577485340010173, 0.2120384583124662, 0.23226525888762184]","[0.19251609646977835, 0.20738212441270382, 0.23272302837455233]","[0.1989503333097824, 0.1711758401645541, 0.1878160590877488]"
57,None/Other,0,"['Worker', 'Worker', 'Specialist', 'Worker', 'Worker', 'Senior', 'Worker', 'Worker', 'Worker']","[0.19872808313447626, 0.17917220854946836, 0.19654651288770095, 0.19872808313447626, 0.19578520425845566, 0.20131410246762274, 0.19578520425845566, 0.17917220854946836, 0.1869698136777071]","[0.19486795771894583, 0.17887669916516766, 0.2178892043509548, 0.19486795771894583, 0.2045641887194033, 0.1835037934346863, 0.2045641887194033, 0.17887669916516766, 0.21054313554254298]","[0.2287828165658525, 0.2045291611101567, 0.1856415290325662, 0.2287828165658525, 0.21891886548623604, 0.19842718006846097, 0.21891886548623604, 0.2045291611101567, 0.22054528755721634]"
58,Certificate,1,"['Specialist', 'Junior', 'Specialist', 'Junior', 'Worker', 'Worker', 'Senior', 'Senior', 'Worker', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior']","[0.21365895265774473, 0.19038070258869988, 0.20716663614612157, 0.245733359880884, 0.18684237812828855, 0.18684237812828855, 0.21783486528914175, 0.0, 0.21671268723987938, 0.2182360976176558, 0.21783486528914175, 0.23221046083436492, 0.21783486528914175, 0.209814160524142, 0.22096611904561023, 0.21286557193811761, 0.2177420786475982]","[0.23057527964592428, 0.1683441515889952, 0.25979910340061296, 0.23518489893379219, 0.17265708587303755, 0.17265708587303755, 0.18067941989406114, 0.0, 0.22063224641711346, 0.19181594514130534, 0.18067941989406114, 0.23431892128103582, 0.18067941989406114, 0.22117267469801624, 0.2217638355954311, 0.20871150759123963, 0.19685793458674067]","[0.2213295948742126, 0.16690900886808396, 0.18973691310899002, 0.1918702143677999, 0.20489479453039242, 0.20489479453039242, 0.18116031628052673, 0.0, 0.22711136763339115, 0.20328894931854738, 0.18116031628052673, 0.21087821759549907, 0.18116031628052673, 0.21260396217921773, 0.2027385498680119, 0.20549722301796308, 0.18863456734402695]"
59,Associates,3,"['Specialist', 'Worker', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Senior']","[0.20310687120494078, 0.21671268723987938, 0.20225969031137797, 0.22603552708878893, 0.2135394238675922, 0.15735156255324967, 0.15735156255324967, 0.23308385264940124, 0.2329974474394571, 0.23096056346462462, 0.19404948456217763, 0.21382683850105938, 0.2064279836820369, 0.22515500564934418, 0.2320951648817632, 0.23251693074734728]","[0.2550679326290436, 0.22063224641711346, 0.19998974080432744, 0.2429402153346467, 0.2047155818314055, 0.1846543629280717, 0.1846543629280717, 0.2100773711915369, 0.21090640249053488, 0.2295044921464894, 0.18381405465224776, 0.21419344521170253, 0.2287370898005565, 0.2648737002096007, 0.23228390227244256, 0.22341166684206945]","[0.1990738014411986, 0.22711136763339115, 0.1849302690001541, 0.20568558768415438, 0.1980551713387858, 0.1748096215685634, 0.1748096215685634, 0.18603043283216533, 0.185818634232638, 0.199666538759921, 0.1840207535927564, 0.21132828239210572, 0.20951606635356435, 0.20572055651183196, 0.20124404754614442, 0.1957071798863403]"
60,Bachelors,0,"['Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Senior']","[0.24942899780156144, 0.22071907634029667, 0.20996467820382328, 0.0, 0.233262632925045, 0.2221345379286799, 0.22070668984575087]","[0.20964640661971656, 0.22546279312975565, 0.215717683415288, 0.0, 0.2467018995790009, 0.24894919634342932, 0.20616796476245342]","[0.18525012229149673, 0.19274595447234816, 0.20314146576726122, 0.0, 0.20605041432794008, 0.21282952599222685, 0.20731369201082886]"
61,HighSchool,5,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","[0.19038280144091183, 0.19277166951356028, 0.1892251981781716, 0.22929727920534002, 0.22318320391990587, 0.20781228183203768, 0.21619169402504781, 0.20702978567112468, 0.2176170328013013, 0.21100844097884067, 0.2266790985719967, 0.24298474054455926]","[0.19683375209129228, 0.19959483318497054, 0.22358752016119146, 0.22601551256308058, 0.22555281724981513, 0.20288499693948794, 0.19530471761161083, 0.22719524462745386, 0.23190351035427445, 0.20904290952496965, 0.2195904719280957, 0.22772014230099133]","[0.1942422789103538, 0.19150233276752762, 0.2021059064822959, 0.1896058207685739, 0.21180935105360352, 0.1959483031954926, 0.19344191590790671, 0.20019836464317817, 0.1890817972401716, 0.19392868754578316, 0.19383457634940177, 0.18520948920756927]"
62,HighSchool,0,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior']","[0.19038280144091183, 0.19277166951356028, 0.1892251981781716, 0.22929727920534002, 0.22318320391990587, 0.20781228183203768, 0.21619169402504781, 0.20702978567112468, 0.2176170328013013, 0.21100844097884067, 0.2266790985719967, 0.24298474054455926]","[0.19683375209129228, 0.19959483318497054, 0.22358752016119146, 0.22601551256308058, 0.22555281724981513, 0.20288499693948794, 0.19530471761161083, 0.22719524462745386, 0.23190351035427445, 0.20904290952496965, 0.2195904719280957, 0.22772014230099133]","[0.1942422789103538, 0.19150233276752762, 0.2021059064822959, 0.1896058207685739, 0.21180935105360352, 0.1959483031954926, 0.19344191590790671, 0.20019836464317817, 0.1890817972401716, 0.19392868754578316, 0.19383457634940177, 0.18520948920756927]"
63,None/Other,0,"['Senior', 'Senior', 'Worker', 'Specialist', 'Specialist', 'Senior', 'Specialist']","[0.20809037951656464, 0.22291836962641287, 0.21671268723987938, 0.2198890606271648, 0.22158627697422292, 0.2177989049920134, 0.21568957733430166]","[0.18588403304408546, 0.19650962384182274, 0.22063224641711346, 0.24058512168212792, 0.25422115604330314, 0.21143790546800062, 0.25665786196371304]","[0.20435172986966219, 0.1951995512056036, 0.22711136763339115, 0.18977027074939445, 0.2046689041047388, 0.21457344469778614, 0.2039872621204739]"
64,Masters,5,"['Worker', 'Senior', 'Senior', 'Senior', 'Junior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Worker', 'Senior', 'Senior', 'Senior']","[0.2007869756089354, 0.2067023672143909, 0.2107872266529372, 0.20635157855541258, 0.20622364651677166, 0.2128485801241472, 0.23308385264940124, 0.1915688237428098, 0.1932887157145421, 0.223218084699053, 0.19340785441286698, 0.0, 0.2114317274286615, 0.23308385264940124, 0.19432188975630246, 0.21202150720936783, 0.2153892121866838, 0.20115818595866986, 0.21405121894619575, 0.2300692794367291, 0.21367068885446028, 0.18667735134406685, 0.21201724177291, 0.19891536696316034, 0.2146446120220234, 0.19074331108395776, 0.21398267913007094, 0.2127538424791851]","[0.21387484764124795, 0.1869605759958841, 0.2028723741639791, 0.18755893418721242, 0.21676222901877584, 0.2157322610232383, 0.2100773711915369, 0.1751559314424542, 0.17686239531761466, 0.21004297433594452, 0.215420918959174, 0.0, 0.18953453804755926, 0.2100773711915369, 0.20044787856432192, 0.22669705083034042, 0.22351505689267373, 0.178237113166903, 0.23056888117568952, 0.21857473810580463, 0.262891938303262, 0.1697794947856977, 0.23357332787245447, 0.21193147310026564, 0.2065217686287811, 0.17520563884719628, 0.18902723563504734, 0.18800688073047292]","[0.22718006654749465, 0.2023129665930015, 0.19118825300411632, 0.19449259177871747, 0.18779502355582284, 0.20450388640828304, 0.18603043283216533, 0.18568255349864451, 0.17473383761503836, 0.19284866932128544, 0.19348683181089718, 0.0, 0.17852731845284808, 0.18603043283216533, 0.18135076696830243, 0.18446538214613847, 0.1851705087531528, 0.1867133500912313, 0.19278404763940096, 0.1758187833635081, 0.19381704630794158, 0.1718998032132741, 0.19013341385930277, 0.17365080943382225, 0.22085594504372055, 0.16886177592315846, 0.19092340131700397, 0.19054723399682286]"
65,Certificate,8,"['Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Worker', 'Worker', 'Specialist', 'Senior', 'Senior', 'Worker', 'Senior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Junior', 'Specialist', 'Senior', 'Junior']","[0.213011915130392, 0.2135394238675922, 0.22037771531299385, 0.21764054764103916, 0.20731491738724867, 0.23652718657546984, 0.19409672026557648, 0.18376776505871212, 0.18039507696510027, 0.21096828804313952, 0.19870352473926228, 0.20929994723145523, 0.18440209550866338, 0.18827979097321693, 0.2099006754788569, 0.20483509902113983, 0.21064555307444044, 0.20620330195383593, 0.20763361123282412, 0.20392164086485265, 0.19263008972261852, 0.20560822218643846, 0.18027300982692795, 0.20443750225939714]","[0.1987806083571874, 0.2047155818314055, 0.20850236897306665, 0.24517370269988614, 0.18790584019931944, 0.2218989565957219, 0.1714210822153684, 0.1775707072293053, 0.18618048166065443, 0.24186296362795334, 0.18508205390201263, 0.19294205446736876, 0.17069828164373443, 0.16913655962651308, 0.1877038598657522, 0.19788106038933836, 0.21272380390442697, 0.22819951757084975, 0.19093590720633422, 0.1814913233141193, 0.17704064980605955, 0.21069438395912526, 0.16417823619605296, 0.19704004296705802]","[0.18976930471434686, 0.1980551713387858, 0.1802729131178972, 0.19137821023006402, 0.18796287757555696, 0.1906028723050171, 0.1900018053311949, 0.19807243422196266, 0.19393496510886984, 0.20085278750794336, 0.17889835955790537, 0.19114684343656346, 0.18903884679180524, 0.17270226515887482, 0.19850979294771084, 0.1966075622806847, 0.209452815065839, 0.19888366474619365, 0.1825827762450331, 0.19801836555547808, 0.18151745096199648, 0.19284250651309587, 0.16705315894396125, 0.18307530910020722]"
66,Associates,7,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Junior', 'Senior', 'Worker']","[0.21356067706742246, 0.20572115551123038, 0.2246847430352248, 0.22490196349200098, 0.19211649201486128, 0.2061273401941741, 0.21085672010151654, 0.19166768777194307, 0.17794158663798518]","[0.2099020092941855, 0.18537960178128884, 0.2205604302314924, 0.1879642633286767, 0.179297622306104, 0.21262320511194666, 0.20508887774564838, 0.19092223396293706, 0.17871428858083377]","[0.19279444907356508, 0.18130989145614418, 0.1988040427721128, 0.17457160800403335, 0.17896220076267252, 0.1780028932911604, 0.1869122986640611, 0.17317316048261888, 0.18035350915872103]"
67,Bachelors,1,"['Senior', 'Worker', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Worker']","[0.22769140775382693, 0.19889781301440376, 0.21698746615083667, 0.22829889490856153, 0.229894029686204, 0.22134122256719374, 0.21698746615083667, 0.20227015245260613]","[0.21621365423177982, 0.19594062318319874, 0.1922209857733147, 0.2135592233229609, 0.2388540008421459, 0.20157374772222098, 0.1922209857733147, 0.19186138837560437]","[0.2020223293498329, 0.20998918908375797, 0.17371413209010322, 0.18060334411600168, 0.22083798607799784, 0.195317826333773, 0.17371413209010322, 0.21241515087552965]"
68,Masters,1,"['Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']","[0.20971535633953928, 0.2261355747117508, 0.22229699803656866, 0.22945864586962564, 0.2254738072138216, 0.22665547350169085, 0.2199302352438229, 0.2257325185313197, 0.22872021828279615, 0.22872021828279615]","[0.23211736752764406, 0.27297009122718585, 0.22986868185471193, 0.22955073798717907, 0.2751328084279823, 0.20636065948345172, 0.20366920156412194, 0.21533350312060745, 0.22750254955369992, 0.22750254955369992]","[0.18451995036199356, 0.19147274642609113, 0.1934790106765372, 0.17894590414854675, 0.19247778529398243, 0.17952835512772636, 0.1876423947307831, 0.19320381038658493, 0.19887016221615908, 0.19887016221615908]"
69,Masters,5,"['Worker', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist']","[0.19941846714214728, 0.20447234177900386, 0.1984130964014064, 0.20247513104183762, 0.23332547478893148, 0.21853580463956856, 0.20981945011389394, 0.21400423668921156]","[0.21409768198173149, 0.20936122693670217, 0.20634691530447918, 0.247974691776085, 0.22492944899245415, 0.2428193399748817, 0.2412113435317021, 0.2610854122554712]","[0.22414297006029665, 0.20811468932968338, 0.2017203238498616, 0.21586470170758917, 0.2055207233527244, 0.19432069391925083, 0.19575068452982497, 0.20287991896844476]"
